STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CHAP_12_full,QTR_ENDED,DATE,CHAP_12,impute,impute1
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,1,03/31/94,1994-03-31,NA,0,0
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,0,03/31/94,1994-03-31,NA,0,0
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,9,03/31/94,1994-03-31,NA,4,4
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,13,03/31/94,1994-03-31,NA,3,3
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,3,03/31/94,1994-03-31,NA,0,0
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,1,03/31/94,1994-03-31,NA,0,0
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,19,03/31/94,1994-03-31,NA,5,5
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,7,03/31/94,1994-03-31,NA,3,3
NA,TOTAL,NA,TOTAL,1243,12/31/93,1993-12-31,NA,224,224
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,12/31/93,1993-12-31,NA,0,0
NA,TOTAL,NA,FIRST CIRCUIT,15,12/31/93,1993-12-31,NA,2,2
MAINE,MAINE,ME,FIRST CIRCUIT,3,12/31/93,1993-12-31,NA,0,0
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,3,12/31/93,1993-12-31,NA,0,0
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1,12/31/93,1993-12-31,NA,0,0
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,12/31/93,1993-12-31,NA,0,0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,8,12/31/93,1993-12-31,NA,2,2
NA,TOTAL,NA,SECOND CIRCUIT,48,12/31/93,1993-12-31,NA,10,10
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,4,12/31/93,1993-12-31,NA,2,2
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,30,12/31/93,1993-12-31,NA,5,5
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,0,12/31/93,1993-12-31,NA,0,0
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,1,12/31/93,1993-12-31,NA,0,0
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,7,12/31/93,1993-12-31,NA,1,1
VERMONT,VERMONT,VT,SECOND CIRCUIT,6,12/31/93,1993-12-31,NA,2,2
NA,TOTAL,NA,THIRD CIRCUIT,22,12/31/93,1993-12-31,NA,2,2
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,2,12/31/93,1993-12-31,NA,0,0
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,2,12/31/93,1993-12-31,NA,0,0
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,4,12/31/93,1993-12-31,NA,1,1
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,11,12/31/93,1993-12-31,NA,0,0
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3,12/31/93,1993-12-31,NA,1,1
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,12/31/93,1993-12-31,NA,0,0
NA,TOTAL,NA,FOURTH CIRCUIT,45,12/31/93,1993-12-31,NA,5,5
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,1,12/31/93,1993-12-31,NA,0,0
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,20,12/31/93,1993-12-31,NA,3,3
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,1,12/31/93,1993-12-31,NA,0,0
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4,12/31/93,1993-12-31,NA,0,0
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,5,12/31/93,1993-12-31,NA,1,1
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,4,12/31/93,1993-12-31,NA,0,0
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,8,12/31/93,1993-12-31,NA,1,1
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,1,12/31/93,1993-12-31,NA,0,0
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1,12/31/93,1993-12-31,NA,0,0
NA,TOTAL,NA,FIFTH CIRCUIT,179,12/31/93,1993-12-31,NA,30,30
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,1,12/31/93,1993-12-31,NA,-1,-1
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,5,12/31/93,1993-12-31,NA,1,1
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,63,12/31/93,1993-12-31,NA,15,15
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,28,12/31/93,1993-12-31,NA,1,1
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,6,12/31/93,1993-12-31,NA,1,1
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,41,12/31/93,1993-12-31,NA,10,10
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,10,12/31/93,1993-12-31,NA,1,1
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,13,12/31/93,1993-12-31,NA,1,1
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,12,12/31/93,1993-12-31,NA,1,1
NA,TOTAL,NA,SIXTH CIRCUIT,126,12/31/93,1993-12-31,NA,20,20
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,3,12/31/93,1993-12-31,NA,0,0
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6,12/31/93,1993-12-31,NA,1,1
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,12,12/31/93,1993-12-31,NA,2,2
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,36,12/31/93,1993-12-31,NA,5,5
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,23,12/31/93,1993-12-31,NA,3,3
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,21,12/31/93,1993-12-31,NA,2,2
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,13,12/31/93,1993-12-31,NA,4,4
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,9,12/31/93,1993-12-31,NA,3,3
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,3,12/31/93,1993-12-31,NA,0,0
NA,TOTAL,NA,SEVENTH CIRCUIT,177,12/31/93,1993-12-31,NA,26,26
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,12,12/31/93,1993-12-31,NA,2,2
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,42,12/31/93,1993-12-31,NA,5,5
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,12,12/31/93,1993-12-31,NA,4,4
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,19,12/31/93,1993-12-31,NA,2,2
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,29,12/31/93,1993-12-31,NA,3,3
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,15,12/31/93,1993-12-31,NA,2,2
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,48,12/31/93,1993-12-31,NA,8,8
NA,TOTAL,NA,EIGHTH CIRCUIT,250,12/31/93,1993-12-31,NA,46,46
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,13,12/31/93,1993-12-31,NA,2,2
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,15,12/31/93,1993-12-31,NA,4,4
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,13,12/31/93,1993-12-31,NA,3,3
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,8,12/31/93,1993-12-31,NA,1,1
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,29,12/31/93,1993-12-31,NA,3,3
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,14,12/31/93,1993-12-31,NA,3,3
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,17,12/31/93,1993-12-31,NA,5,5
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,59,12/31/93,1993-12-31,NA,12,12
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,39,12/31/93,1993-12-31,NA,3,3
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,43,12/31/93,1993-12-31,NA,11,11
NA,TOTAL,NA,NINTH CIRCUIT,194,12/31/93,1993-12-31,NA,53,53
ALASKA,ALASKA,AK,NINTH CIRCUIT,3,12/31/93,1993-12-31,NA,0,0
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,16,12/31/93,1993-12-31,NA,4,4
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,21,12/31/93,1993-12-31,NA,7,7
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,50,12/31/93,1993-12-31,NA,11,11
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,11,12/31/93,1993-12-31,NA,6,6
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,3,12/31/93,1993-12-31,NA,2,2
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,12/31/93,1993-12-31,NA,0,0
IDAHO,IDAHO,ID,NINTH CIRCUIT,34,12/31/93,1993-12-31,NA,10,10
MONTANA,MONTANA,MT,NINTH CIRCUIT,25,12/31/93,1993-12-31,NA,7,7
NEVADA,NEVADA,NV,NINTH CIRCUIT,2,12/31/93,1993-12-31,NA,0,0
OREGON,OREGON,OR,NINTH CIRCUIT,12,12/31/93,1993-12-31,NA,1,1
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,15,12/31/93,1993-12-31,NA,5,5
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,2,12/31/93,1993-12-31,NA,0,0
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,12/31/93,1993-12-31,NA,0,0
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,12/31/93,1993-12-31,NA,0,0
NA,TOTAL,NA,TENTH CIRCUIT,108,12/31/93,1993-12-31,NA,16,16
COLORADO,COLORADO,CO,TENTH CIRCUIT,20,12/31/93,1993-12-31,NA,3,3
KANSAS,KANSAS,KS,TENTH CIRCUIT,31,12/31/93,1993-12-31,NA,5,5
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,6,12/31/93,1993-12-31,NA,0,0
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,2,12/31/93,1993-12-31,NA,1,1
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10,12/31/93,1993-12-31,NA,2,2
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,28,12/31/93,1993-12-31,NA,5,5
UTAH,UTAH,UT,TENTH CIRCUIT,8,12/31/93,1993-12-31,NA,0,0
WYOMING,WYOMING,WY,TENTH CIRCUIT,3,12/31/93,1993-12-31,NA,0,0
NA,TOTAL,NA,ELEVENTH CIRCUIT,79,12/31/93,1993-12-31,NA,14,14
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,10,12/31/93,1993-12-31,NA,0,0
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,2,12/31/93,1993-12-31,NA,0,0
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,0,12/31/93,1993-12-31,NA,0,0
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,9,12/31/93,1993-12-31,NA,4,4
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,13,12/31/93,1993-12-31,NA,4,4
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,3,12/31/93,1993-12-31,NA,0,0
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,3,12/31/93,1993-12-31,NA,1,1
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,32,12/31/93,1993-12-31,NA,3,3
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,7,12/31/93,1993-12-31,NA,2,2
NA,TOTAL,NA,TOTAL,1355,09/30/93,1993-09-30,NA,262,262
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,09/30/93,1993-09-30,NA,0,0
NA,TOTAL,NA,FIRST CIRCUIT,17,09/30/93,1993-09-30,NA,7,7
MAINE,MAINE,ME,FIRST CIRCUIT,3,09/30/93,1993-09-30,NA,2,2
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,5,09/30/93,1993-09-30,NA,2,2
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1,09/30/93,1993-09-30,NA,0,0
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,09/30/93,1993-09-30,NA,0,0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,8,09/30/93,1993-09-30,NA,3,3
NA,TOTAL,NA,SECOND CIRCUIT,47,09/30/93,1993-09-30,NA,14,14
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,3,09/30/93,1993-09-30,NA,1,1
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,29,09/30/93,1993-09-30,NA,11,11
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,0,09/30/93,1993-09-30,NA,0,0
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,1,09/30/93,1993-09-30,NA,1,1
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,8,09/30/93,1993-09-30,NA,1,1
VERMONT,VERMONT,VT,SECOND CIRCUIT,6,09/30/93,1993-09-30,NA,0,0
NA,TOTAL,NA,THIRD CIRCUIT,26,09/30/93,1993-09-30,NA,7,7
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,2,09/30/93,1993-09-30,NA,2,2
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3,09/30/93,1993-09-30,NA,1,1
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3,09/30/93,1993-09-30,NA,1,1
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,15,09/30/93,1993-09-30,NA,1,1
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3,09/30/93,1993-09-30,NA,2,2
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,09/30/93,1993-09-30,NA,0,0
NA,TOTAL,NA,FOURTH CIRCUIT,56,09/30/93,1993-09-30,NA,9,9
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,2,09/30/93,1993-09-30,NA,0,0
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,22,09/30/93,1993-09-30,NA,3,3
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,1,09/30/93,1993-09-30,NA,0,0
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,6,09/30/93,1993-09-30,NA,2,2
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,10,09/30/93,1993-09-30,NA,1,1
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,4,09/30/93,1993-09-30,NA,2,2
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,9,09/30/93,1993-09-30,NA,1,1
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,1,09/30/93,1993-09-30,NA,0,0
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1,09/30/93,1993-09-30,NA,0,0
NA,TOTAL,NA,FIFTH CIRCUIT,184,09/30/93,1993-09-30,NA,40,40
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,1,09/30/93,1993-09-30,NA,7,7
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,4,09/30/93,1993-09-30,NA,0,0
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,59,09/30/93,1993-09-30,NA,14,14
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,31,09/30/93,1993-09-30,NA,6,6
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,6,09/30/93,1993-09-30,NA,2,2
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,39,09/30/93,1993-09-30,NA,6,6
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,13,09/30/93,1993-09-30,NA,2,2
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,14,09/30/93,1993-09-30,NA,3,3
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,17,09/30/93,1993-09-30,NA,6,6
NA,TOTAL,NA,SIXTH CIRCUIT,139,09/30/93,1993-09-30,NA,31,31
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6,09/30/93,1993-09-30,NA,0,0
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,9,09/30/93,1993-09-30,NA,2,2
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,18,09/30/93,1993-09-30,NA,1,1
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,35,09/30/93,1993-09-30,NA,12,12
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,25,09/30/93,1993-09-30,NA,9,9
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,24,09/30/93,1993-09-30,NA,4,4
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,12,09/30/93,1993-09-30,NA,0,0
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,7,09/30/93,1993-09-30,NA,2,2
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,3,09/30/93,1993-09-30,NA,1,1
NA,TOTAL,NA,SEVENTH CIRCUIT,189,09/30/93,1993-09-30,NA,31,31
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,12,09/30/93,1993-09-30,NA,1,1
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,45,09/30/93,1993-09-30,NA,4,4
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,14,09/30/93,1993-09-30,NA,0,0
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,21,09/30/93,1993-09-30,NA,4,4
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,32,09/30/93,1993-09-30,NA,8,8
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,19,09/30/93,1993-09-30,NA,3,3
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,46,09/30/93,1993-09-30,NA,11,11
NA,TOTAL,NA,EIGHTH CIRCUIT,287,09/30/93,1993-09-30,NA,49,49
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,18,09/30/93,1993-09-30,NA,3,3
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,16,09/30/93,1993-09-30,NA,3,3
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,12,09/30/93,1993-09-30,NA,3,3
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,10,09/30/93,1993-09-30,NA,2,2
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,37,09/30/93,1993-09-30,NA,3,3
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,12,09/30/93,1993-09-30,NA,3,3
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,17,09/30/93,1993-09-30,NA,0,0
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,70,09/30/93,1993-09-30,NA,12,12
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,48,09/30/93,1993-09-30,NA,9,9
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,47,09/30/93,1993-09-30,NA,10,10
NA,TOTAL,NA,NINTH CIRCUIT,193,09/30/93,1993-09-30,NA,38,38
ALASKA,ALASKA,AK,NINTH CIRCUIT,3,09/30/93,1993-09-30,NA,2,2
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,13,09/30/93,1993-09-30,NA,1,1
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,20,09/30/93,1993-09-30,NA,6,6
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,50,09/30/93,1993-09-30,NA,10,10
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,6,09/30/93,1993-09-30,NA,0,0
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,1,09/30/93,1993-09-30,NA,1,1
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,09/30/93,1993-09-30,NA,0,0
IDAHO,IDAHO,ID,NINTH CIRCUIT,36,09/30/93,1993-09-30,NA,5,5
MONTANA,MONTANA,MT,NINTH CIRCUIT,26,09/30/93,1993-09-30,NA,7,7
NEVADA,NEVADA,NV,NINTH CIRCUIT,2,09/30/93,1993-09-30,NA,1,1
OREGON,OREGON,OR,NINTH CIRCUIT,13,09/30/93,1993-09-30,NA,3,3
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,20,09/30/93,1993-09-30,NA,2,2
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,3,09/30/93,1993-09-30,NA,0,0
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,09/30/93,1993-09-30,NA,0,0
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,09/30/93,1993-09-30,NA,0,0
NA,TOTAL,NA,TENTH CIRCUIT,125,09/30/93,1993-09-30,NA,21,21
COLORADO,COLORADO,CO,TENTH CIRCUIT,24,09/30/93,1993-09-30,NA,3,3
KANSAS,KANSAS,KS,TENTH CIRCUIT,31,09/30/93,1993-09-30,NA,7,7
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,9,09/30/93,1993-09-30,NA,2,2
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,2,09/30/93,1993-09-30,NA,1,1
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,12,09/30/93,1993-09-30,NA,0,0
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,32,09/30/93,1993-09-30,NA,5,5
UTAH,UTAH,UT,TENTH CIRCUIT,11,09/30/93,1993-09-30,NA,3,3
WYOMING,WYOMING,WY,TENTH CIRCUIT,4,09/30/93,1993-09-30,NA,0,0
NA,TOTAL,NA,ELEVENTH CIRCUIT,92,09/30/93,1993-09-30,NA,15,15
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,10,09/30/93,1993-09-30,NA,4,4
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,4,09/30/93,1993-09-30,NA,0,0
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,0,09/30/93,1993-09-30,NA,0,0
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,6,09/30/93,1993-09-30,NA,0,0
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,15,09/30/93,1993-09-30,NA,3,3
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,6,09/30/93,1993-09-30,NA,2,2
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,3,09/30/93,1993-09-30,NA,0,0
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,38,09/30/93,1993-09-30,NA,4,4
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,10,09/30/93,1993-09-30,NA,2,2
NA,TOTAL,NA,TOTAL,1434,06/30/93,1993-06-30,NA,337,337
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,06/30/93,1993-06-30,NA,0,0
NA,TOTAL,NA,FIRST CIRCUIT,12,06/30/93,1993-06-30,NA,2,2
MAINE,MAINE,ME,FIRST CIRCUIT,1,06/30/93,1993-06-30,NA,1,1
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,3,06/30/93,1993-06-30,NA,1,1
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1,06/30/93,1993-06-30,NA,0,0
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,06/30/93,1993-06-30,NA,0,0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,7,06/30/93,1993-06-30,NA,0,0
NA,TOTAL,NA,SECOND CIRCUIT,42,06/30/93,1993-06-30,NA,12,12
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,3,06/30/93,1993-06-30,NA,1,1
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,21,06/30/93,1993-06-30,NA,7,7
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,0,06/30/93,1993-06-30,NA,0,0
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,1,06/30/93,1993-06-30,NA,0,0
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,9,06/30/93,1993-06-30,NA,4,4
VERMONT,VERMONT,VT,SECOND CIRCUIT,8,06/30/93,1993-06-30,NA,0,0
NA,TOTAL,NA,THIRD CIRCUIT,23,06/30/93,1993-06-30,NA,2,2
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,0,06/30/93,1993-06-30,NA,0,0
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,2,06/30/93,1993-06-30,NA,0,0
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3,06/30/93,1993-06-30,NA,1,1
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,14,06/30/93,1993-06-30,NA,1,1
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,4,06/30/93,1993-06-30,NA,0,0
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,06/30/93,1993-06-30,NA,0,0
NA,TOTAL,NA,FOURTH CIRCUIT,67,06/30/93,1993-06-30,NA,7,7
